g,x,mean_w,p_prime
112,0.0721495268073863359327269904135860158561316923822503399487288,1.00360747634036931679663634952067930079280658461911251699744,0.0738171103539180480358419892021208574375631935371597879208055
113,0.0738171103539180480358419892021208574375631935371597879208055,1.00369085551769590240179209946010604287187815967685798939604,0.0755200287425102151446311002604824887378518646917509888900461
114,0.0755200287425102151446311002604824887378518646917509888900461,1.00377600143712551075723155501302412443689259323458754944450,0.0772588816813452403246287442538752495907704807441737954679132
115,0.0772588816813452403246287442538752495907704807441737954679132,1.00386294408406726201623143721269376247953852403720868977340,0.0790342721194228871236554299816291746701283637004912577489267
116,0.0790342721194228871236554299816291746701283637004912577489267,1.00395171360597114435618277149908145873350641818502456288745,0.0808468059037554552768219529904635311029593643495493456474097
117,0.0808468059037554552768219529904635311029593643495493456474097,1.00404234029518777276384109764952317655514796821747746728237,0.0826970914170404000370547187881593420268257015544683758406290
118,0.0826970914170404000370547187881593420268257015544683758406290,1.00413485457085202000185273593940796710134128507772341879203,0.0845857391953465927395671278108551203094792882485565530415867
119,0.0845857391953465927395671278108551203094792882485565530415867,1.00422928695976732963697835639054275601547396441242782765208,0.0865133615253659704665212554241377336307533021449325851019991
120,0.0865133615253659704665212554241377336307533021449325851019991,1.00432566807626829852332606277120688668153766510724662925510,0.0884805720208002528843978039195437397640670817136211551471278
121,0.0884805720208002528843978039195437397640670817136211551471278,1.00442402860104001264421989019597718698820335408568105775736,0.0904879851774728351729038075160106301760258985423201731189710
122,0.0904879851774728351729038075160106301760258985423201731189710,1.00452439925887364175864519037580053150880129492711600865595,0.0925362159067790173546728570336152640973812088681696535566346
123,0.0925362159067790173546728570336152640973812088681696535566346,1.00462681079533895086773364285168076320486906044340848267783,0.0946258790471135206646521739402490507691242742801587919271378
124,0.0946258790471135206646521739402490507691242742801587919271378,1.00473129395235567603323260869701245253845621371400793959636,0.0967575888529428869677077375528398444484834861320138222307362
125,0.0967575888529428869677077375528398444484834861320138222307362,1.00483787944264714434838538687764199222242417430660069111154,0.0989319584612219705987744051520110375772984112877673074760439
126,0.0989319584612219705987744051520110375772984112877673074760439,1.00494659792306109852993872025760055187886492056438836537380,0.101149599334888422257460911793530951340980320496464361810257
127,0.101149599334888422257460911793530951340980320496464361810257,1.00505747996674442111287304558967654756704901602482321809051,0.103411120683206935591825083827337620029109983832675867897365
128,0.103411120683206935591825083827337620029109983832675867897365,1.00517055603416034677959125419136688100145549919163379339487,0.105717128858776176618326452626226252613936502996588853586426
129,0.105717128858776176618326452626226252613936502996588853586426,1.00528585644293880883091632263131131263069682514982944267932,0.108068226731055834710604221074557294319684118822574707562623
130,0.108068226731055834710604221074557294319684118822574707562623,1.00540341133655279173553021105372786471598420594112873537813,0.110465013036319203738469947142716910918781635288914877126372
131,0.110465013036319203738469947142716910918781635288914877126372,1.00552325065181596018692349735713584554593908176444574385632,0.112908081703988195632345631415376354899705091797438310555140
132,0.112908081703988195632345631415376354899705091797438310555140,1.00564540408519940978161728157076881774498525458987191552776,0.115398021159362767871382826697253905041832661979891980560843
133,0.115398021159362767871382826697253905041832661979891980560843,1.00576990105796813839356914133486269525209163309899459902804,0.117935413602815460589373398263364899816353450281922770234383
134,0.117935413602815460589373398263364899816353450281922770234383,1.00589677068014077302946866991316824499081767251409613851172,0.120520834265584123975277484890575239073519953897339271592890
135,0.120520834265584123975277484890575239073519953897339271592890,1.00602604171327920619876387424452876195367599769486696357964,0.123154850642361993168966586801041031003817173715162424379863
136,0.123154850642361993168966586801041031003817173715162424379863,1.00615774253211809965844832934005205155019085868575812121899,0.125838021700954040148843266042840223375212639091810357163833
137,0.125838021700954040148843266042840223375212639091810357163833,1.00629190108504770200744216330214201116876063195459051785819,0.128570897069341986396727538353492509027623984339852343911918
138,0.128570897069341986396727538353492509027623984339852343911918,1.00642854485346709931983637691767462545138119921699261719560,0.131354016200577463113553887099727237113317175612195151465385
139,0.131354016200577463113553887099727237113317175612195151465385,1.00656770081002887315567769435498636185566585878060975757327,0.134187907516003503133514779423570433650572762224508441245481
140,0.134187907516003503133514779423570433650572762224508441245481,1.00670939537580017515667573897117852168252863811122542206227,0.137073087527388763612321122562458429510446306732810080749436
141,0.137073087527388763612321122562458429510446306732810080749436,1.00685365437636943818061605612812292147552231533664050403747,0.140010059938646510220354787851525902671337045589535411329787
142,0.140010059938646510220354787851525902671337045589535411329787,1.00700050299693232551101773939257629513356685227947677056649,0.142999314727901315692220281135860571382623398632370470761831
143,0.142999314727901315692220281135860571382623398632370470761831,1.00714996573639506578461101405679302856913116993161852353809,0.146041327210760485087557117785698001238289411435788713624905
144,0.146041327210760485087557117785698001238289411435788713624905,1.00730206636053802425437785588928490006191447057178943568125,0.149136557085744235782327492963915886911769273956196763055589
145,0.149136557085744235782327492963915886911769273956196763055589,1.00745682785428721178911637464819579434558846369780983815278,0.152285447462928421446157931550867308209592290069970355456987
146,0.152285447462928421446157931550867308209592290069970355456987,1.00761427237314642107230789657754336541047961450349851777285,0.155488423876955854992351689057908242226437591392007933375741
147,0.155488423876955854992351689057908242226437591392007933375741,1.00777442119384779274961758445289541211132187956960039666879,0.158745893285676783154392901511609352461392531878437193548286
148,0.158745893285676783154392901511609352461392531878437193548286,1.00793729466428383915771964507558046762306962659392185967741,0.162058243055785490063037128265541104832665340487859582699440
149,0.162058243055785490063037128265541104832665340487859582699440,1.00810291215278927450315185641327705524163326702439297913497,0.165425839936928021091638894314992088208009896154256158826852
150,0.165425839936928021091638894314992088208009896154256158826852,1.00827129199684640105458194471574960441040049480771280794134,0.168849029025865249949347217800351676321327600986761283774538
151,0.168849029025865249949347217800351676321327600986761283774538,1.00844245145129326249746736089001758381606638004933806418873,0.172328132722385556440300193976629868622427919914990396005655
152,0.172328132722385556440300193976629868622427919914990396005655,1.00861640663611927782201500969883149343112139599574951980028,0.175863449678771800620167585173497029886828302412131248280811
153,0.175863449678771800620167585173497029886828302412131248280811,1.00879317248393859003100837925867485149434141512060656241404,0.179455253744737598896392068524141045671431671340414514660525
154,0.179455253744737598896392068524141045671431671340414514660525,1.00897276268723687994481960342620705228357158356702072573303,0.183103792909857623563541763810876776337358629018182230694710
155,0.183103792909857623563541763810876776337358629018182230694710,1.00915518964549288117817708819054383881686793145090911153474,0.186809288245625221796825926730504508284897604156146488508570
156,0.186809288245625221796825926730504508284897604156146488508570,1.00934046441228126108984129633652522541424488020780732442543,0.190571932849377514681428952331696128139106431654793214604586
157,0.190571932849377514681428952331696128139106431654793214604586,1.00952859664246887573407144761658480640695532158273966073023,0.194391890792432693343711896710647727625045096195476803452541
158,0.194391890792432693343711896710647727625045096195476803452541,1.00971959453962163466718559483553238638125225480977384017263,0.198269296074885851911679406525272466155614981688848165657354
159,0.198269296074885851911679406525272466155614981688848165657354,1.00991346480374429259558397032626362330778074908444240828287,0.202204251589607734661162296607169383238443201009587838716976
160,0.202204251589607734661162296607169383238443201009587838716976,1.01011021257948038673305811483035846916192216005047939193585,0.206196828098084553263107390716366256021216127101115347715028
161,0.206196828098084553263107390716366256021216127101115347715028,1.01030984140490422766315536953581831280106080635505576738575,0.210247063220825855670332906662850695502323936071020462719133
162,0.210247063220825855670332906662850695502323936071020462719133,1.01051235316104129278351664533314253477511619680355102313596,0.214354960445150590576819177712797705050222611029515911325091
163,0.214354960445150590576819177712797705050222611029515911325091,1.01071774802225752952884095888563988525251113055147579556625,0.218520488153238287629554629953169776442566532067422954806909
164,0.218520488153238287629554629953169776442566532067422954806909,1.01092602440766191438147773149765848882212832660337114774034,0.222743578673401932318199921374025137021752245775496724694926
165,0.222743578673401932318199921374025137021752245775496724694926,1.01113717893367009661590999606870125685108761228877483623475,0.227024127357600920500631864372113629903154507200420148798533
166,0.227024127357600920500631864372113629903154507200420148798533,1.01135120636788004602503159321860568149515772536002100743993,0.231361991688265696723928242989264957110044175564235226081498
167,0.231361991688265696723928242989264957110044175564235226081498,1.01156809958441328483619641214946324785550220877821176130407,0.235756990417549585144050561607263867129810784686568284434953
168,0.235756990417549585144050561607263867129810784686568284434953,1.01178784952087747925720252808036319335649053923432841422175,0.240208902742157196226619891384452263135956184129318912472178
169,0.240208902742157196226619891384452263135956184129318912472178,1.01201044513710785981133099456922261315679780920646594562361,0.244717467516921938762411673555473389598840636051589758787348
170,0.244717467516921938762411673555473389598840636051589758787348,1.01223587337584609693812058367777366947994203180257948793937,0.249282382510316911417885772342647523761905615637293031879820
171,0.249282382510316911417885772342647523761905615637293031879820,1.01246411912551584557089428861713237618809528078186465159399,0.253903303705083147953723277064538087170628110126896964085035
172,0.253903303705083147953723277064538087170628110126896964085035,1.01269516518525415739768616385322690435853140550634484820425,0.258579844647146239369689941386709671557620412990108130467604
173,0.258579844647146239369689941386709671557620412990108130467604,1.01292899223235731196848449706933548357788102064950540652338,0.263311575845966192338700249892540341713601249725103506846793
174,0.263311575845966192338700249892540341713601249725103506846793,1.01316557879229830961693501249462701708568006248625517534234,0.268098024229425494661365336601976444824600405119569134096943
175,0.268098024229425494661365336601976444824600405119569134096943,1.01340490121147127473306826683009882224123002025597845670485,0.272938672656306290635682810972795115013338692685653554672715
176,0.272938672656306290635682810972795115013338692685653554672715,1.01364693363281531453178414054863975575066693463428267773364,0.277832959489338931621241671327463668100174497677147060073583
177,0.277832959489338931621241671327463668100174497677147060073583,1.01389164797446694658106208356637318340500872488385735300368,0.282780278231720639500704408446897622435370905196200923622226
178,0.282780278231720639500704408446897622435370905196200923622226,1.01413901391158603197503522042234488112176854525981004618111,0.287779977229904359677273578507779939508581217892823190941377
179,0.287779977229904359677273578507779939508581217892823190941377,1.01438899886149521798386367892538899697542906089464115954707,0.292831359445343924781659936240452857802718505657500442615500
180,0.292831359445343924781659936240452857802718505657500442615500,1.01464156797226719623908299681202264289013592528287502213078,0.297933682297752327659318837535297724277739042614430866860976
181,0.297933682297752327659318837535297724277739042614430866860976,1.01489668411488761638296594187676488621388695213072154334305,0.303086157582285233001015534674350782797652470026900147963309
182,0.303086157582285233001015534674350782797652470026900147963309,1.01515430787911426165005077673371753913988262350134500739816,0.308287951462901959505756149816652862234742193217379018435839
183,0.308287951462901959505756149816652862234742193217379018435839,1.01541439757314509797528780749083264311173710966086895092179,0.313538184543981258771534562039707142467757069036399977132463
184,0.313538184543981258771534562039707142467757069036399977132463,1.01567690922719906293857672810198535712338785345181999885662,0.318835932022079628140802427684505944468310661610473159898789
185,0.318835932022079628140802427684505944468310661610473159898789,1.01594179660110398140704012138422529722341553308052365799494,0.324180223919516054730474050506093277055396718139104097808064
186,0.324180223919516054730474050506093277055396718139104097808064,1.01620901119597580273652370252530466385276983590695520489040,0.329570045401249537948824063506410536990918085849941509549512
187,0.329570045401249537948824063506410536990918085849941509549512,1.01647850227006247689744120317532052684954590429249707547748,0.335004337176285128528234969877670361012986231406870522078876
188,0.335004337176285128528234969877670361012986231406870522078876,1.01675021685881425642641174849388351805064931157034352610394,0.340481995984601313219096404769250826214930163325134878503730
189,0.340481995984601313219096404769250826214930163325134878503730,1.01702409979923006566095482023846254131074650816625674392519,0.346001875170337233334163676551183104762891243190231847670267
190,0.346001875170337233334163676551183104762891243190231847670267,1.01730009375851686166670818382755915523814456215951159238351,0.351562785341713425246719926012440969538570139729179293912683
191,0.351562785341713425246719926012440969538570139729179293912683,1.01757813926708567126233599630062204847692850698645896469563,0.357163495117885586606952350141520840516514557656452618338716
192,0.357163495117885586606952350141520840516514557656452618338716,1.01785817475589427933034761750707604202582572788282263091694,0.362802731962648475707598292778152511897239237377934674750627
193,0.362802731962648475707598292778152511897239237377934674750627,1.01814013659813242378537991463890762559486196186889673373753,0.368479183104617707107677505586288384508761073003331233268663
